Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-19424,Motorcycle,Yamaha MT-07,2020,Petrol,283068,2024-06-26,2024-09-08,24.87,DR-5393,15,North,363.28,3.9,93.15,14.61,30.17,5709.57,9,2026-02-24,137.34,Decommissioned,High,32.98,349
VH-19425,Bus,Volvo 7900,2020,Petrol,578382,2024-06-25,2024-08-20,24.18,DR-7092,20,North,828.23,32.42,25.55,34.25,42.03,1407.41,2,2025-07-21,235.77,In Repair,Low,44.42,142
VH-19426,Bus,Scania Citywide,2021,Diesel,185871,2024-06-28,2024-09-07,24.54,DR-2794,34,Central,520.2,4.34,119.86,21.2,40.41,9223.14,1,2026-02-24,155.1,In Repair,Low,36.43,306
VH-19427,Bus,Scania Citywide,2008,Petrol,157643,2024-03-17,2024-06-04,17.63,DR-2646,20,Central,952.11,8.16,116.68,54.01,88.43,4092.39,6,2025-09-01,377.49,Decommissioned,Low,32.47,225
VH-19428,Car,Honda Civic,2013,Petrol,136786,2024-08-14,2025-01-02,12.59,DR-1420,20,South,307.63,3.89,79.08,24.43,53.24,1984.68,8,2026-01-24,89.67,Decommissioned,Low,49.85,349
VH-19429,Truck,Volvo FH,2015,Electric,437324,2024-12-24,2025-04-20,16.12,DR-1461,20,Central,634.41,29.31,21.64,39.36,99.01,8221.14,1,2025-10-05,190.65,In Repair,High,5.74,929
VH-19430,Bus,Mercedes Citaro,2014,Diesel,177985,2024-10-20,2025-02-18,24.4,DR-6971,20,East,437.13,6.63,65.93,17.92,61.63,9278.9,3,2025-09-20,360.72,Decommissioned,Low,29.66,397
VH-19431,Bus,Scania Citywide,2005,Hybrid,129217,2024-10-01,2025-01-10,7.26,DR-8689,15,North,998.21,8.64,115.53,137.49,444.98,4140.91,4,2025-11-14,384.64,In Repair,High,21.2,787
VH-19432,Car,Honda Civic,2015,Diesel,54517,2024-12-31,2025-03-23,21.24,DR-7210,29,North,864.63,12.62,68.51,40.71,89.33,909.44,7,2025-06-10,308.3,Decommissioned,Medium,29.47,475
VH-19433,Truck,Mercedes Actros,2015,Petrol,297782,2024-09-26,2025-01-17,5.65,DR-7521,30,North,957.01,11.44,83.65,169.38,279.45,3815.29,10,2025-06-17,202.89,Decommissioned,High,24.92,83
VH-19434,Van,Renault Trafic,2007,Diesel,370042,2024-10-09,2024-12-13,8.24,DR-3387,21,North,685.13,6.09,112.5,83.15,171.78,2926.66,7,2025-12-24,253.48,Active,Low,5.24,139
VH-19435,Motorcycle,Honda CB500X,2017,Diesel,538975,2024-09-25,2025-03-21,23.18,DR-9024,29,East,52.45,1.26,41.63,2.26,7.72,3242.84,0,2025-10-03,58.35,Decommissioned,Low,34.6,562
VH-19436,Van,Renault Trafic,2005,Electric,283107,2024-04-06,2024-06-29,17.5,DR-9826,1,North,780.04,10.83,72.03,44.57,108.24,3578.01,4,2025-10-30,204.43,Active,High,13.03,144
VH-19437,Motorcycle,Yamaha MT-07,2022,Diesel,368435,2024-03-14,2024-08-02,22.47,DR-4263,7,Central,664.51,21,31.64,29.57,77.85,6070.64,8,2025-05-28,152.19,Active,Medium,39,329
VH-19438,Bus,Scania Citywide,2017,Hybrid,414724,2024-04-14,2024-08-20,8.02,DR-2714,21,South,889.93,31.36,28.38,110.96,325.37,2756.31,1,2025-08-15,57.7,In Repair,High,29.27,272
VH-19439,Bus,Mercedes Citaro,2019,Hybrid,448780,2025-01-23,2025-05-21,21.64,DR-4395,4,Central,128.67,1.25,102.94,5.95,17.63,9161.88,3,2025-08-18,326.06,Decommissioned,Low,15.64,171
VH-19440,Truck,Volvo FH,2007,Hybrid,37829,2024-12-07,2025-05-09,15.62,DR-2445,34,North,115.77,1.32,87.7,7.41,9.19,7967.21,1,2026-02-02,180.41,Decommissioned,High,39.98,182
VH-19441,Car,Honda Civic,2011,Diesel,231943,2024-03-01,2024-05-12,19.41,DR-8083,1,North,777.24,6.48,119.94,40.04,109,3252.77,1,2025-06-17,292.84,In Repair,Medium,31.53,630
VH-19442,Truck,Scania R,2024,Hybrid,419060,2024-04-25,2024-08-10,5.55,DR-4264,9,South,983.13,8.58,114.58,177.14,285.71,6877.61,10,2026-02-11,138.48,In Repair,Low,41.31,442
VH-19443,Van,Ford Transit,2017,Hybrid,184986,2024-11-07,2025-03-11,23.46,DR-1769,13,Central,20.66,0.3,68.87,0.88,1.25,1105.35,6,2025-11-19,192.46,Decommissioned,High,43.33,984
VH-19444,Car,Toyota Corolla,2018,Diesel,200934,2024-04-02,2024-05-26,24.94,DR-4209,34,North,504.21,9.05,55.71,20.22,24.98,718.87,3,2025-04-24,154.27,Decommissioned,High,15.36,248
VH-19445,Truck,Mercedes Actros,2008,Electric,492655,2024-11-10,2025-01-04,18.01,DR-1410,13,North,648.09,10.03,64.62,35.99,64.25,3198.92,9,2026-01-08,133.89,In Repair,Medium,16.64,550
VH-19446,Motorcycle,Kawasaki Z650,2009,Diesel,222851,2024-11-05,2025-02-11,9.45,DR-4670,24,East,53.08,0.54,98.3,5.62,13.28,8915.4,9,2025-09-10,322.47,Active,Medium,7.13,521
VH-19447,Van,Ford Transit,2012,Diesel,242618,2024-05-01,2024-08-11,5.05,DR-4351,1,South,173.87,3.4,51.14,34.43,68.14,3615.27,3,2025-07-26,284.91,Active,Medium,15.93,995
VH-19448,Bus,Scania Citywide,2018,Electric,175956,2024-12-23,2025-06-16,7.1,DR-2137,19,East,546.29,7.04,77.6,76.94,190.99,1191.53,10,2025-09-21,350.47,In Repair,Low,31.28,579
VH-19449,Van,Mercedes Sprinter,2010,Electric,562756,2024-07-06,2024-10-27,14.03,DR-7381,16,North,288.63,6.47,44.61,20.57,66.59,2919.31,5,2026-01-12,111.75,Active,Low,48.82,427
VH-19450,Truck,Volvo FH,2007,Hybrid,134482,2025-01-14,2025-03-14,13.5,DR-9981,1,West,286.15,5.76,49.68,21.2,48.37,4599.66,1,2025-11-10,169.75,In Repair,High,12.08,810
VH-19451,Van,Renault Trafic,2019,Hybrid,234854,2024-11-15,2025-02-05,23.92,DR-5005,34,Central,415.9,5.92,70.25,17.39,46.41,1016.82,8,2026-01-19,364.8,In Repair,High,20.87,161
VH-19452,Van,Renault Trafic,2008,Electric,227847,2024-10-15,2025-01-26,10.45,DR-2754,13,East,406.11,6.32,64.26,38.86,62.29,8600.44,6,2025-06-09,395.24,In Repair,Medium,39.32,907
VH-19453,Bus,Volvo 7900,2011,Hybrid,258975,2025-01-16,2025-02-23,14.17,DR-1321,20,East,801.94,9.48,84.59,56.59,142.86,9453.76,6,2025-05-20,322.98,In Repair,Low,36.79,159
VH-19454,Bus,Scania Citywide,2011,Hybrid,285763,2024-08-16,2024-12-23,8.41,DR-7496,17,East,678.49,6.96,97.48,80.68,202.01,8250.39,2,2025-10-14,301.66,In Repair,Medium,40.59,121
VH-19455,Bus,Volvo 7900,2020,Electric,135203,2024-11-15,2025-01-12,22.91,DR-5094,6,North,325.21,8.14,39.95,14.2,37.11,2564.59,3,2025-12-29,107.98,Decommissioned,Medium,34.09,329
VH-19456,Van,Renault Trafic,2022,Electric,125782,2024-08-14,2024-12-16,23,DR-9449,17,Central,510.75,6.5,78.58,22.21,57.6,7653.9,4,2025-04-14,192.46,Active,Medium,46.02,892
VH-19457,Bus,Mercedes Citaro,2015,Electric,587745,2024-03-31,2024-06-06,16.8,DR-1494,33,East,945.86,8.54,110.76,56.3,148.14,7297.87,3,2026-01-14,245.72,In Repair,Medium,7.64,787
VH-19458,Truck,Volvo FH,2020,Electric,218810,2024-03-12,2024-06-10,24.82,DR-8469,25,West,264.44,2.45,107.93,10.65,13.37,2663.13,6,2025-05-04,195.55,Active,High,36.34,586
VH-19459,Van,Ford Transit,2005,Hybrid,485037,2024-09-06,2025-01-19,15.36,DR-6512,16,Central,46.85,0.95,49.32,3.05,4.93,1760,9,2025-10-23,174.38,Decommissioned,Low,15.4,180
VH-19460,Motorcycle,Honda CB500X,2010,Petrol,364210,2024-03-04,2024-04-30,9.17,DR-7241,17,West,308.76,2.86,107.96,33.67,71.5,9512.88,0,2025-09-01,248.61,Active,Medium,20.22,582
VH-19461,Car,Ford Focus,2012,Diesel,561668,2025-01-15,2025-07-10,22.96,DR-7537,21,North,29.76,0.65,45.78,1.3,2.11,7732.68,1,2025-06-04,304.29,Active,Low,38.33,863
VH-19462,Truck,Mercedes Actros,2013,Petrol,565748,2024-12-18,2025-01-17,13.5,DR-3888,7,West,524.17,26.12,20.07,38.83,52.26,2961.58,1,2025-12-27,321.76,Decommissioned,High,36.84,256
VH-19463,Motorcycle,Kawasaki Z650,2009,Electric,413827,2024-11-14,2025-02-27,11.62,DR-3813,25,West,421.65,6.19,68.12,36.29,59.14,1130.4,3,2025-06-20,357.15,Decommissioned,Low,23.93,670
VH-19464,Motorcycle,Yamaha MT-07,2019,Electric,63701,2024-06-29,2024-09-03,15.63,DR-4043,26,East,121.52,2.73,44.51,7.77,14.47,9449.94,2,2025-08-21,216.05,Active,High,5.62,562
VH-19465,Van,Renault Trafic,2019,Diesel,456897,2024-04-20,2024-06-22,12.19,DR-8078,31,West,948.62,15.5,61.2,77.82,170.28,5747.3,3,2025-11-17,327.06,Active,High,23.76,850
VH-19466,Bus,Mercedes Citaro,2018,Diesel,462385,2024-02-29,2024-04-22,24.57,DR-4974,32,North,279.33,8.94,31.24,11.37,25.15,6215.26,9,2025-08-23,244.62,Decommissioned,Medium,39.93,479
VH-19467,Van,Ford Transit,2006,Hybrid,320558,2024-06-12,2024-10-27,11.39,DR-5488,5,North,30.77,0.64,48.08,2.7,5.74,5340.58,4,2025-05-15,251.22,Decommissioned,Medium,44.49,433
VH-19468,Motorcycle,Yamaha MT-07,2009,Petrol,272208,2025-01-19,2025-05-21,15.5,DR-4994,29,South,859.24,7.43,115.64,55.43,135.6,6831.62,8,2025-06-09,263.58,Active,High,46.07,282
VH-19469,Car,Toyota Corolla,2012,Diesel,393918,2024-04-17,2024-07-05,15.14,DR-7636,9,East,171.49,2.22,77.25,11.33,15.68,2398.71,2,2025-12-21,193,In Repair,Low,26.98,161
VH-19470,Truck,Mercedes Actros,2019,Hybrid,114209,2024-09-09,2024-12-08,20.33,DR-8675,8,South,896.64,39.91,22.47,44.1,53.16,4415.8,4,2025-12-26,65.23,Decommissioned,High,18.9,556
VH-19471,Van,Mercedes Sprinter,2014,Petrol,207508,2024-04-21,2024-06-24,21.56,DR-6539,13,South,395.26,5.62,70.33,18.33,60.55,2800.19,10,2025-07-11,165.39,In Repair,Medium,17.42,291
VH-19472,Car,Honda Civic,2009,Hybrid,440603,2025-01-10,2025-04-20,7.74,DR-4297,1,Central,514.61,10.66,48.27,66.49,131.81,5301.9,8,2025-09-13,104.55,In Repair,Low,34.29,83
VH-19473,Bus,Scania Citywide,2023,Diesel,143333,2024-12-24,2025-05-18,10.71,DR-6937,3,Central,264.93,4.59,57.72,24.74,34.39,3724.66,4,2025-12-30,99.02,Active,Medium,38.44,631
VH-19474,Car,Honda Civic,2020,Hybrid,486677,2024-07-03,2024-08-10,6.22,DR-1426,35,West,755.37,8.54,88.45,121.44,232.17,798.08,10,2025-03-31,260.11,Active,High,27.56,542
VH-19475,Truck,Mercedes Actros,2018,Diesel,456398,2024-04-16,2024-09-07,4.19,DR-3773,24,South,576.37,8.58,67.18,137.56,432.96,3968.58,6,2025-05-04,153.91,Active,High,48.86,544
VH-19476,Car,Toyota Corolla,2015,Electric,186995,2024-07-22,2025-01-03,12.03,DR-7132,6,East,38.44,0.32,120.12,3.2,4.79,721.48,6,2025-10-22,65.08,Decommissioned,Low,13.99,909
VH-19477,Truck,Scania R,2022,Petrol,163068,2025-01-19,2025-05-16,6.8,DR-4187,9,North,271.37,6.4,42.4,39.91,114.09,8926.38,3,2025-11-03,181.61,Active,High,31.36,934
VH-19478,Car,Toyota Corolla,2013,Electric,55357,2024-11-23,2025-04-04,14.59,DR-8911,11,South,358.28,8.69,41.23,24.56,43.96,875.92,3,2025-08-05,170.76,In Repair,High,47.45,70
VH-19479,Car,Honda Civic,2006,Diesel,372485,2024-11-03,2025-01-10,6.79,DR-1868,10,West,332.18,10.41,31.91,48.92,93.31,2787.31,5,2025-11-28,58.34,Active,Medium,32.29,590
VH-19480,Car,Ford Focus,2009,Diesel,457158,2024-12-10,2025-01-28,15.67,DR-4447,4,East,700.91,11.8,59.4,44.73,131.94,6986.17,5,2025-06-10,129.03,In Repair,High,10.86,411
VH-19481,Truck,Scania R,2015,Hybrid,399911,2024-10-27,2025-02-28,11.69,DR-2504,3,East,307.55,4.09,75.2,26.31,55.7,838.97,1,2025-06-04,228.32,In Repair,High,41.95,872
VH-19482,Car,Ford Focus,2006,Hybrid,594017,2024-07-06,2024-09-30,20.15,DR-7071,33,West,51.88,0.79,65.67,2.57,6.68,3087.21,2,2025-08-13,346.16,Decommissioned,Low,27.32,271
VH-19483,Bus,Scania Citywide,2022,Electric,219130,2024-08-01,2024-09-27,14.41,DR-9589,28,North,516.56,5.69,90.78,35.85,107.18,7177.62,4,2025-10-17,350.06,In Repair,Medium,27.07,410
VH-19484,Bus,Mercedes Citaro,2012,Petrol,481984,2024-12-29,2025-04-25,15.77,DR-3544,27,West,550.99,5.44,101.28,34.94,61.03,4185.03,0,2025-04-27,350.76,In Repair,Medium,35.28,648
VH-19485,Motorcycle,Yamaha MT-07,2018,Electric,481506,2024-07-09,2024-09-07,14.93,DR-5828,8,West,532.99,4.6,115.87,35.7,61.12,2069.95,0,2025-09-29,355.78,In Repair,Medium,30.58,895
VH-19486,Van,Ford Transit,2019,Hybrid,150371,2024-07-02,2024-10-26,12.65,DR-7440,21,Central,359.07,3.73,96.27,28.38,60.09,581.33,4,2025-04-21,184.36,In Repair,Low,27.65,107
VH-19487,Motorcycle,Yamaha MT-07,2020,Diesel,320030,2024-03-17,2024-05-22,8.38,DR-4229,19,Central,658.29,6.33,104,78.55,200.65,9763.93,4,2026-02-10,371.36,Decommissioned,Low,16.48,347
VH-19488,Motorcycle,Honda CB500X,2020,Electric,541355,2024-12-04,2025-05-12,16.52,DR-3771,17,East,100.99,0.92,109.77,6.11,17.88,9670.36,0,2025-05-18,335.52,Decommissioned,Low,44.86,914
VH-19489,Motorcycle,Kawasaki Z650,2022,Hybrid,281026,2024-09-12,2025-01-10,13.65,DR-9268,3,North,741.41,9.75,76.04,54.32,126.05,2367.83,5,2025-07-30,156.54,In Repair,High,28.53,104
VH-19490,Bus,Volvo 7900,2023,Electric,391669,2024-12-25,2025-02-03,5.84,DR-2208,19,South,242.39,3.89,62.31,41.51,87.05,8510.94,4,2025-11-03,77.51,Decommissioned,Medium,39.17,809
VH-19491,Motorcycle,Honda CB500X,2007,Hybrid,101754,2024-03-02,2024-06-13,8.45,DR-3346,29,West,864.83,11.53,75.01,102.35,242.38,6041.16,8,2025-09-07,98.22,In Repair,High,29.73,781
VH-19492,Van,Renault Trafic,2019,Electric,193079,2024-04-12,2024-05-27,12.32,DR-7090,16,Central,886.26,11.07,80.06,71.94,120.08,4914.08,3,2025-06-07,233.31,Decommissioned,Low,23.46,541
VH-19493,Car,Toyota Corolla,2024,Hybrid,446121,2024-07-05,2024-12-04,22.13,DR-3247,33,East,336.86,3.01,111.91,15.22,40.36,5315.28,4,2026-01-11,93.59,In Repair,Low,23.33,674
VH-19494,Car,Ford Focus,2007,Electric,323216,2024-04-09,2024-07-25,21.38,DR-7730,32,Central,58.49,0.78,74.99,2.74,4.13,2377.24,10,2025-11-12,351.31,Decommissioned,Low,16.75,147
VH-19495,Bus,Volvo 7900,2017,Petrol,556677,2024-03-22,2024-07-24,22.85,DR-4256,5,South,99.04,0.99,100.04,4.33,13.97,7814.93,3,2025-10-28,256.63,Decommissioned,High,5.44,739
VH-19496,Motorcycle,Honda CB500X,2010,Electric,135489,2024-10-15,2025-02-17,17.85,DR-8286,21,East,179.36,1.68,106.76,10.05,23.15,4216.73,8,2025-12-16,113.11,In Repair,Medium,10.22,707
VH-19497,Motorcycle,Yamaha MT-07,2010,Diesel,520201,2024-05-27,2024-06-29,6.91,DR-6136,2,South,979.74,23.39,41.89,141.79,406.54,5923.21,2,2025-10-14,98.09,In Repair,High,46.74,730
VH-19498,Car,Ford Focus,2024,Diesel,210762,2024-11-15,2025-02-05,6.92,DR-6470,9,West,310.45,3.87,80.22,44.86,81.15,5761.79,2,2025-09-02,187.24,Active,Medium,12.64,178
VH-19499,Motorcycle,Yamaha MT-07,2017,Diesel,41705,2024-06-24,2024-11-05,22.29,DR-5313,32,South,31.71,0.7,45.3,1.42,3.66,1152.8,7,2025-10-02,51.14,In Repair,High,14.81,359
VH-19500,Car,Honda Civic,2007,Petrol,578500,2024-06-27,2024-11-29,8.37,DR-9084,18,East,205.2,2.16,95,24.52,39.56,7284.26,5,2025-09-30,149.86,Decommissioned,Low,44.52,293
VH-19501,Bus,Scania Citywide,2007,Electric,515205,2024-05-07,2024-08-02,22.79,DR-8066,35,West,410.75,3.53,116.36,18.02,37.23,9834.7,4,2025-09-03,278.11,In Repair,High,13,973
VH-19502,Car,Honda Civic,2020,Hybrid,409161,2024-04-08,2024-08-14,5.04,DR-7352,33,South,278.98,2.49,112.04,55.35,192.19,7326.31,7,2026-01-15,222.8,Decommissioned,Medium,11.79,767
VH-19503,Van,Renault Trafic,2009,Diesel,591128,2024-10-20,2025-01-15,12.12,DR-6269,29,West,92,0.85,108.24,7.59,10.92,1870.55,8,2025-10-18,273.57,Active,High,48.54,638
VH-19504,Motorcycle,Kawasaki Z650,2018,Diesel,342464,2024-07-09,2024-12-05,9.9,DR-3274,16,West,308.81,3.27,94.44,31.19,48.9,2246.07,1,2025-08-21,145.28,Active,Medium,35.19,656
VH-19505,Motorcycle,Honda CB500X,2020,Electric,83020,2024-04-27,2024-10-08,20.29,DR-1643,27,East,728.53,11.25,64.76,35.91,65.49,7983.31,5,2025-10-17,202.86,Active,Low,17.71,149
VH-19506,Bus,Mercedes Citaro,2015,Hybrid,481538,2024-07-25,2024-09-24,8.4,DR-1480,32,East,861.89,17.57,49.05,102.61,318.97,8966.08,4,2025-11-18,162.05,Active,High,45.43,255
VH-19507,Truck,Volvo FH,2014,Hybrid,25035,2024-11-20,2025-04-21,19.65,DR-4524,32,Central,712.71,6.33,112.59,36.27,120.97,1976.21,7,2025-10-06,276.7,In Repair,High,26.93,691
VH-19508,Motorcycle,Kawasaki Z650,2005,Diesel,141636,2024-04-15,2024-08-27,15.46,DR-4157,24,North,290.55,2.6,111.75,18.79,34.06,1101.06,7,2025-06-15,147.33,Decommissioned,Low,23.1,107
VH-19509,Motorcycle,Honda CB500X,2015,Hybrid,208676,2025-01-19,2025-04-23,20.43,DR-1629,29,Central,203.55,3.31,61.5,9.96,13.21,6402.02,8,2025-12-24,64.21,Active,High,21.08,147
VH-19510,Motorcycle,Kawasaki Z650,2017,Petrol,479015,2024-12-06,2025-02-23,6.5,DR-8230,19,Central,49.56,0.65,76.25,7.62,11.13,9218.96,0,2025-04-12,208.41,In Repair,Low,21.49,600
VH-19511,Bus,Mercedes Citaro,2008,Hybrid,477201,2024-08-18,2024-12-13,5.13,DR-5415,9,West,586.06,15.87,36.93,114.24,387.77,3475.5,1,2025-04-30,263.87,In Repair,Low,41.42,497
VH-19512,Bus,Volvo 7900,2014,Petrol,77174,2024-03-21,2024-07-03,5.82,DR-5647,10,South,422.24,5.8,72.8,72.55,184.17,2833.87,2,2026-02-21,277.11,Active,Medium,45.29,164
VH-19513,Car,Honda Civic,2010,Hybrid,373732,2024-07-18,2024-09-07,23.79,DR-4238,16,South,370.93,6.65,55.78,15.59,41.85,3925.65,3,2025-09-08,218.87,In Repair,High,9.27,202
VH-19514,Van,Renault Trafic,2021,Electric,164639,2024-07-27,2024-10-17,24.71,DR-1672,8,South,327.46,8.58,38.17,13.25,36.65,1684.41,4,2025-08-29,299.77,Active,Medium,47.29,400
VH-19515,Bus,Mercedes Citaro,2010,Diesel,324302,2024-08-16,2024-12-30,4.21,DR-2231,29,South,188.84,2.16,87.43,44.86,90.91,5666.12,6,2025-05-16,50.3,In Repair,High,36.81,823
VH-19516,Bus,Scania Citywide,2008,Electric,441012,2024-05-27,2024-10-31,13.67,DR-9408,15,North,574.05,5.58,102.88,41.99,71.6,4301.8,9,2025-09-12,322.45,In Repair,High,7.96,665
VH-19517,Bus,Mercedes Citaro,2022,Electric,115813,2024-12-12,2025-06-04,14.6,DR-4295,5,Central,748.75,14.02,53.41,51.28,61.75,8558.51,1,2025-08-12,358.58,Active,Low,34.83,622
VH-19518,Truck,Volvo FH,2010,Petrol,400378,2024-03-20,2024-09-10,12.65,DR-6000,28,South,776.34,30.78,25.22,61.37,110.39,799.97,6,2026-01-26,303.45,Active,Low,19.46,637
VH-19519,Motorcycle,Yamaha MT-07,2013,Electric,380262,2024-06-26,2024-10-23,12.63,DR-6733,12,South,224.1,2.43,92.22,17.74,51.53,2157.71,3,2025-09-10,66.39,In Repair,Low,14.17,911
VH-19520,Car,Honda Civic,2005,Diesel,93032,2024-06-20,2024-08-01,19.73,DR-4396,14,Central,828.4,22.07,37.54,41.99,78.48,5877.93,10,2026-01-16,322.69,In Repair,Medium,25.44,99
VH-19521,Truck,Scania R,2010,Diesel,28169,2024-10-06,2025-03-03,20.74,DR-8590,32,East,576.1,12.51,46.05,27.78,69.04,5039.86,4,2025-09-16,119.77,In Repair,Low,47.58,598
VH-19522,Car,Toyota Corolla,2023,Electric,108831,2024-09-16,2025-03-12,9.96,DR-4255,4,West,189.66,2.42,78.37,19.04,30.45,6758.09,2,2025-04-08,156.56,Active,High,11.91,470
VH-19523,Bus,Volvo 7900,2023,Hybrid,464120,2024-09-07,2025-02-18,18.75,DR-1663,4,Central,93.16,1.17,79.62,4.97,8.01,7005.55,7,2025-07-05,308.16,Decommissioned,Medium,10,307
VH-19524,Bus,Volvo 7900,2014,Petrol,297399,2024-08-21,2024-11-14,12.89,DR-6565,8,West,467.05,5.88,79.43,36.23,57.95,9492.96,7,2025-06-30,264.8,Active,Low,8.52,458
VH-19525,Car,Ford Focus,2014,Diesel,50424,2024-05-07,2024-07-27,8.31,DR-3441,15,South,223.79,2.39,93.64,26.93,89.25,1179.67,2,2025-08-03,191.33,Decommissioned,High,9.6,653
VH-19526,Bus,Volvo 7900,2005,Petrol,38021,2024-07-04,2024-09-27,16.42,DR-8381,33,Central,201.66,5,40.33,12.28,21.2,2721.85,5,2025-04-25,99.72,Active,Medium,31.47,597
VH-19527,Car,Honda Civic,2007,Hybrid,578978,2024-08-29,2025-02-23,8.11,DR-9313,18,North,692.69,19.27,35.95,85.41,261.01,6452.57,3,2025-05-26,118.68,Decommissioned,Low,6.8,136
VH-19528,Van,Renault Trafic,2017,Hybrid,93987,2024-09-09,2025-01-09,14.32,DR-5175,29,Central,924.47,45.68,20.24,64.56,151.03,4418.45,1,2025-08-17,131.22,Active,Low,29.32,950
VH-19529,Van,Renault Trafic,2017,Petrol,171088,2024-02-29,2024-06-09,22.84,DR-2088,17,East,235.55,4.07,57.87,10.31,12.62,2745.1,5,2025-07-27,357.71,Active,Medium,8.62,359
VH-19530,Bus,Mercedes Citaro,2009,Hybrid,579727,2024-12-30,2025-03-02,22.9,DR-1014,12,South,152.28,2.92,52.15,6.65,18.57,7645.9,2,2026-01-26,259.76,In Repair,Medium,45.72,743
VH-19531,Motorcycle,Kawasaki Z650,2007,Petrol,71542,2024-07-01,2024-11-08,19.59,DR-5369,11,North,872.58,7.55,115.57,44.54,148.93,1863.4,1,2025-10-08,393.5,Active,Medium,45.71,451
VH-19532,Bus,Mercedes Citaro,2019,Diesel,297087,2024-11-29,2025-04-07,19.09,DR-3906,35,Central,657.57,16.43,40.02,34.45,81.71,5758.67,2,2025-08-02,92.4,In Repair,Medium,37.09,467
VH-19533,Motorcycle,Kawasaki Z650,2017,Diesel,507875,2024-12-02,2025-03-03,8.56,DR-2552,19,East,996.09,10.51,94.78,116.37,343.73,615.78,1,2025-04-23,368.66,Active,Medium,13.98,562
VH-19534,Motorcycle,Kawasaki Z650,2019,Petrol,163351,2024-06-26,2024-08-16,20.48,DR-9547,6,South,919.81,8.64,106.46,44.91,105.75,6238.47,6,2025-06-20,169.85,In Repair,Low,9.62,896
VH-19535,Truck,Scania R,2008,Diesel,158028,2024-05-07,2024-09-13,19,DR-6715,31,North,190.61,1.84,103.59,10.03,24.11,3878.11,2,2026-01-09,346.76,Active,High,17.97,497
VH-19536,Truck,Mercedes Actros,2017,Hybrid,41458,2024-06-15,2024-09-24,14.57,DR-2792,3,East,898.13,7.89,113.83,61.64,161,3215.19,5,2025-09-10,283.33,In Repair,Low,17.44,392
VH-19537,Van,Ford Transit,2009,Hybrid,58055,2024-04-26,2024-06-14,4.08,DR-3709,15,North,867.74,7.4,117.26,212.68,689.03,5143.26,0,2025-07-11,236.05,In Repair,Medium,29.71,610
VH-19538,Motorcycle,Yamaha MT-07,2014,Hybrid,363608,2024-04-10,2024-09-01,18.2,DR-1915,21,East,865.33,9.53,90.8,47.55,70.54,7813.82,4,2026-01-27,116.03,Decommissioned,High,42.41,237
VH-19539,Motorcycle,Kawasaki Z650,2023,Petrol,62907,2025-01-03,2025-03-17,24.85,DR-5562,34,North,425.71,4.14,102.83,17.13,33.89,1886.9,1,2025-07-31,267.37,Decommissioned,Low,34.15,533
VH-19540,Van,Renault Trafic,2024,Electric,530034,2024-10-28,2025-01-30,6.32,DR-6525,3,North,660.58,8.05,82.06,104.52,240.57,6236.56,1,2026-02-16,146.5,Decommissioned,Medium,24.35,675
VH-19541,Truck,Volvo FH,2019,Petrol,158825,2024-09-22,2025-01-20,5.53,DR-6917,3,East,788.2,7.77,101.44,142.53,421.42,891.49,7,2026-01-27,275.81,Decommissioned,High,49.81,262
VH-19542,Motorcycle,Honda CB500X,2016,Electric,289988,2024-11-09,2025-05-08,21.36,DR-4793,2,South,410.15,3.49,117.52,19.2,51.63,1523.32,7,2025-10-16,275.55,In Repair,High,27.37,214
VH-19543,Van,Ford Transit,2020,Electric,349263,2024-04-23,2024-09-02,7.37,DR-9382,4,North,288.47,3.18,90.71,39.14,85.36,4342.2,5,2025-05-23,250.97,Active,Low,8.61,976
VH-19544,Truck,Mercedes Actros,2014,Petrol,83394,2024-10-22,2025-01-07,9.13,DR-5388,35,East,605.51,6.68,90.65,66.32,200.41,1796.36,9,2026-02-05,152.1,In Repair,Low,17.36,717
VH-19545,Car,Ford Focus,2011,Diesel,485367,2024-06-18,2024-10-29,8.74,DR-4122,32,West,12.57,0.15,83.8,1.44,4.33,4593.95,1,2025-11-21,195.75,Active,Medium,7.65,624
VH-19546,Car,Honda Civic,2024,Hybrid,228032,2024-02-29,2024-08-11,22.05,DR-5425,27,West,288.78,2.45,117.87,13.1,30.57,8129.21,7,2025-08-08,314.12,Active,Medium,16.85,969
VH-19547,Car,Honda Civic,2024,Hybrid,381488,2025-01-03,2025-04-03,8.62,DR-9165,23,East,734.52,6.28,116.96,85.21,106.56,1621.94,10,2025-09-07,56.11,In Repair,High,39.4,886
VH-19548,Motorcycle,Kawasaki Z650,2017,Hybrid,292418,2024-03-07,2024-08-08,24.06,DR-9343,1,North,117.56,1.45,81.08,4.89,11.41,9945.33,9,2025-10-05,349.76,In Repair,High,18.93,717
